Sector_score,PARA_A,Score_A,Risk_A,PARA_B,Score_B,Risk_B,TOTAL,numbers,Score_B.1,Risk_C,Money_Value,Score_MV,District_Loss,PROB,RiSk_E,History,Prob,Risk_F,Score,Inherent_Risk,CONTROL_RISK,Audit_Risk,Risk,Marks,MONEY_Marks,Loss,LOSS_SCORE,History_score,T_Risk
55.57,0,0.2,0,0.88,0.2,0.176,0.88,5,0.2,1,0.07,0.2,2,0.2,0.4,0,0.2,0,2,1.59,0.4,0.318,0,2,2,0,2,2,0
55.57,0,0.2,0,0,0.2,0,0,5,0.2,1,0,0.2,2,0.2,0.4,0,0.2,0,2,1.4,0.4,0.28,0,2,2,0,2,2,0
55.57,1.12,0.4,0.448,0,0.2,0,1.12,5,0.2,1,0,0.2,2,0.2,0.4,0,0.2,0,2.2,1.848,0.4,0.3696,0,2,2,0,2,2,1
55.57,1.28,0.4,0.512,0,0.2,0,1.28,5,0.2,1,0,0.2,2,0.2,0.4,0,0.2,0,2.2,1.912,0.4,0.3824,0,2,2,0,2,2,1
55.57,0,0.2,0,0,0.2,0,0,5,0.2,1,0,0.2,2,0.2,0.4,0,0.2,0,2,1.4,0.4,0.28,0,2,2,0,2,2,0
55.57,0,0.2,0,1.16,0.4,0.464,1.16,5,0.2,1,0,0.2,2,0.2,0.4,0,0.2,0,2.6,1.864,0.4,0.3728,0,2,2,0,2,2,1
55.57,0.1,0.2,0.02,0,0.2,0,0.1,5,0.2,1,0,0.2,2,0.2,0.4,0,0.2,0,2,1.42,0.4,0.284,0,2,2,0,2,2,0
55.57,1.06,0.4,0.424,1.6,0.4,0.64,2.66,5,0.2,1,16.09,0.6,2,0.2,0.4,0,0.2,0,3.2,12.118,0.4,2.4236,1,2,6,0,2,2,1
55.57,0.25,0.2,0.05,0.0017,0.2,0.00034,0.2517,5,0.2,1,0,0.2,2,0.2,0.4,0,0.2,0,2,1.45034,0.4,0.290068,0,2,2,0,2,2,0
55.57,0.31,0.2,0.062,0.0015,0.2,0.0003,0.3115,5,0.2,1,0,0.2,2,0.2,0.4,0,0.2,0,2,1.4623,0.4,0.29246,0,2,2,0,2,2,0
55.57,0,0.2,0,0,0.2,0,0,5,0.2,1,0,0.2,2,0.2,0.4,0,0.2,0,2,1.4,0.4,0.28,0,2,2,0,2,2,0
55.57,0.84,0.2,0.168,0,0.2,0,0.84,5,0.2,1,0,0.2,2,0.2,0.4,0,0.2,0,2,1.568,0.4,0.3136,0,2,2,0,2,2,0
55.57,1.09,0.4,0.436,0,0.2,0,1.09,5,0.2,1,0,0.2,2,0.2,0.4,0,0.2,0,2.2,1.836,0.4,0.3672,0,2,2,0,2,2,1
55.57,1.29,0.4,0.516,0,0.2,0,1.29,5,0.2,1,0,0.2,2,0.2,0.4,0,0.2,0,2.2,1.916,0.4,0.3832,0,2,2,0,2,2,1
55.57,0.51,0.2,0.102,0.37,0.2,0.074,0.88,5,0.2,1,0,0.2,2,0.2,0.4,0,0.2,0,2,1.576,0.4,0.3152,0,2,2,0,2,2,0
55.57,0.09,0.2,0.018,0,0.2,0,0.09,5,0.2,1,0,0.2,2,0.2,0.4,0,0.2,0,2,1.418,0.4,0.2836,0,2,2,0,2,2,0
55.57,0.39,0.2,0.078,0.91,0.2,0.182,1.3,5,0.2,1,0,0.2,2,0.2,0.4,0,0.2,0,2,1.66,0.4,0.332,0,2,2,0,2,2,0
55.57,1.07,0.4,0.428,0,0.2,0,1.07,5,0.2,1,0,0.2,2,0.2,0.4,0,0.2,0,2.2,1.828,0.4,0.3656,0,2,2,0,2,2,1
55.57,0,0.2,0,0,0.2,0,0,5,0.2,1,0,0.2,2,0.2,0.4,0,0.2,0,2,1.4,0.4,0.28,0,2,2,0,2,2,0
55.57,0.5,0.2,0.1,2.97,0.6,1.782,3.47,5,0.2,1,0.18,0.2,2,0.2,0.4,0,0.2,0,3.2,3.318,0.4,0.6636,0,2,2,0,2,2,1
55.57,0.49,0.2,0.098,0.55,0.2,0.11,1.04,5,0.2,1,0,0.2,2,0.2,0.4,0,0.2,0,2,1.608,0.4,0.3216,0,2,2,0,2,2,0
55.57,0.84,0.2,0.168,0.65,0.2,0.13,1.49,5,0.2,1,0,0.2,2,0.2,0.4,0,0.2,0,2,1.698,0.4,0.3396,0,2,2,0,2,2,0
55.57,0.9,0.2,0.18,1.11,0.4,0.444,2.01,5,0.2,1,0,0.2,2,0.2,0.4,0,0.2,0,2.6,2.024,0.4,0.4048,0,2,2,0,2,2,1
55.57,0,0.2,0,0,0.2,0,0,5,0.2,1,0,0.2,2,0.2,0.4,0,0.2,0,2,1.4,0.4,0.28,0,2,2,0,2,2,0
55.57,0.59,0.2,0.118,0,0.2,0,0.59,5,0.2,1,0,0.2,2,0.2,0.4,0,0.2,0,2,1.518,0.4,0.3036,0,2,2,0,2,2,0
55.57,0.02,0.2,0.004,0,0.2,0,0.02,5,0.2,1,0,0.2,2,0.2,0.4,0,0.2,0,2,1.404,0.4,0.2808,0,2,2,0,2,2,0
55.57,1.48,0.4,0.592,4.48,0.6,2.688,5.96,5,0.2,1,0,0.2,2,0.2,0.4,0,0.2,0,3.4,4.68,0.4,0.936,0,2,2,0,2,2,1
55.57,0,0.2,0,3.3,0.6,1.98,3.3,5,0.2,1,0,0.2,2,0.2,0.4,0,0.2,0,3.2,3.38,0.4,0.676,0,2,2,0,2,2,1
55.57,0.8,0.2,0.16,0.57,0.2,0.114,1.37,5,0.2,1,0,0.2,2,0.2,0.4,0,0.2,0,2,1.674,0.4,0.3348,0,2,2,0,2,2,0
55.57,0.36,0.2,0.072,0.54,0.2,0.108,0.9,5,0.2,1,0.21,0.2,2,0.2,0.4,0,0.2,0,2,1.622,0.4,0.3244,0,2,2,0,2,2,0
55.57,0.44,0.2,0.088,0.53,0.2,0.106,0.97,5,0.2,1,0,0.2,2,0.2,0.4,0,0.2,0,2,1.594,0.4,0.3188,0,2,2,0,2,2,0
55.57,0.51,0.2,0.102,0.5,0.2,0.1,1.01,5,0.2,1,0.09,0.2,2,0.2,0.4,0,0.2,0,2,1.62,0.4,0.324,0,2,2,0,2,2,0
55.57,0.75,0.2,0.15,0.45,0.2,0.09,1.2,5,0.2,1,0,0.2,2,0.2,0.4,0,0.2,0,2,1.64,0.4,0.328,0,2,2,0,2,2,0
55.57,0.49,0.2,0.098,0.4,0.2,0.08,0.89,5,0.2,1,0,0.2,2,0.2,0.4,0,0.2,0,2,1.578,0.4,0.3156,0,2,2,0,2,2,0
55.57,0.47,0.2,0.094,0.37,0.2,0.074,0.84,5,0.2,1,0,0.2,2,0.2,0.4,0,0.2,0,2,1.568,0.4,0.3136,0,2,2,0,2,2,0
55.57,0.24,0.2,0.048,0.04,0.2,0.008,0.28,5,0.2,1,0,0.2,2,0.2,0.4,0,0.2,0,2,1.456,0.4,0.2912,0,2,2,0,2,2,0
55.57,0.2,0.2,0.04,0,0.2,0,0.2,5,0.2,1,0,0.2,2,0.2,0.4,0,0.2,0,2,1.44,0.4,0.288,0,2,2,0,2,2,0
55.57,0,0.2,0,0,0.2,0,0,5,0.2,1,0.32,0.2,2,0.2,0.4,0,0.2,0,2,1.464,0.4,0.2928,0,2,2,0,2,2,0
